psLayout version 3
Generated by biokanga blitz, Version 4.4.2
match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
230	4	0	0	0	0	0	0	-	jgi|Puctr1|44|PTTG_25094T0	234	0	234	tig00000001	9321276	689050	689284	1	234,	0,	689050,
230	4	0	0	0	0	0	0	+	jgi|Puctr1|44|PTTG_25094T0	234	0	234	tig00000046	1698592	1470100	1470334	1	234,	0,	1470100,
230	4	0	0	0	0	0	0	+	jgi|Puctr1|44|PTTG_25094T0	234	0	234	tig00000046	1698592	1568095	1568329	1	234,	0,	1568095,
228	6	0	0	0	0	0	0	+	jgi|Puctr1|44|PTTG_25094T0	234	0	234	tig00000287	3663278	3276284	3276518	1	234,	0,	3276284,
484	10	0	0	2	7	1	90	+	jgi|Puctr1|48|PTTG_25097T0	501	0	501	tig00000001	9321276	3503149	3503733	4	65,82,129,218,	0,69,154,283,	3503149,3503214,3503296,3503515,
484	10	0	0	2	7	1	90	+	jgi|Puctr1|48|PTTG_25097T0	501	0	501	tig00000001	9321276	3535082	3535666	4	65,82,129,218,	0,69,154,283,	3535082,3535147,3535229,3535448,
484	10	0	0	2	7	1	90	+	jgi|Puctr1|48|PTTG_25097T0	501	0	501	tig00000001	9321276	3566490	3567074	4	65,82,129,218,	0,69,154,283,	3566490,3566555,3566637,3566856,
464	115	0	0	0	0	0	0	-	jgi|Puctr1|50|PTTG_25099T0	1170	308	887	tig00000606	1910973	1265948	1266527	1	579,	283,	1265948,
464	115	0	0	0	0	0	0	+	jgi|Puctr1|50|PTTG_25099T0	1170	308	887	tig00000641	1424325	597217	597796	1	579,	308,	597217,
456	120	0	0	0	0	0	0	+	jgi|Puctr1|50|PTTG_25099T0	1170	314	890	tig00001162	1419579	411407	411983	1	576,	314,	411407,
403	71	0	0	0	0	0	0	-	jgi|Puctr1|50|PTTG_25099T0	1170	416	890	tig00000287	3663278	1328367	1328841	1	474,	280,	1328367,
402	72	0	0	0	0	0	0	-	jgi|Puctr1|50|PTTG_25099T0	1170	416	890	tig00000636	513739	247935	248409	1	474,	280,	247935,
467	144	0	0	0	0	0	0	-	jgi|Puctr1|50|PTTG_25099T0	1170	279	890	tig00000286	7468728	5528708	5529319	1	611,	280,	5528708,
425	56	0	0	2	189	2	11873	+	jgi|Puctr1|53|PTTG_25101T0	1908	27	697	tig00000287	3663278	3308210	3320564	3	107,236,138,	27,172,559,	3308210,3308517,3320426,
1050	84	0	0	2	42	3	570	-	jgi|Puctr1|65|PTTG_01455T0	1206	0	1176	tig00000001	9321276	1971598	1973302	4	400,260,311,163,	30,471,732,1043,	1971598,1972127,1972459,1973139,
1048	86	0	0	2	42	3	571	+	jgi|Puctr1|65|PTTG_01455T0	1206	0	1176	tig00000046	1698592	337162	338867	4	163,311,260,400,	0,163,475,776,	337162,337695,338078,338467,
220	21	0	0	0	0	1	67	-	jgi|Puctr1|69|PTTG_25111T0	324	0	241	tig00000286	7468728	3480344	3480652	2	128,113,	83,211,	3480344,3480539,
218	23	0	0	0	0	1	68	-	jgi|Puctr1|69|PTTG_25111T0	324	0	241	tig00000286	7468728	886074	886383	2	128,113,	83,211,	886074,886270,
218	23	0	0	0	0	1	68	-	jgi|Puctr1|69|PTTG_25111T0	324	0	241	tig00000339	901215	64447	64756	2	128,113,	83,211,	64447,64643,
1084	20	0	0	1	397	4	397	-	jgi|Puctr1|63|PTTG_01457T0	2550	0	1501	tig00000699	4697996	2756920	2758421	5	130,111,603,126,134,	1049,1576,1687,2290,2416,	2756920,2757078,2757275,2758021,2758287,
371	46	0	0	1	6	1	88	-	jgi|Puctr1|70|PTTG_01454T0	423	0	423	tig00000286	7468728	3478312	3478817	2	187,230,	0,193,	3478312,3478587,
371	46	0	0	1	6	1	88	+	jgi|Puctr1|70|PTTG_01454T0	423	0	423	tig00000332	369748	285719	286224	2	230,187,	0,236,	285719,286037,
365	46	0	0	1	6	1	88	-	jgi|Puctr1|70|PTTG_01454T0	423	6	423	tig00000286	7468728	883999	884498	2	187,224,	0,193,	883999,884274,
365	46	0	0	1	6	1	88	-	jgi|Puctr1|70|PTTG_01454T0	423	6	423	tig00000339	901215	62372	62871	2	187,224,	0,193,	62372,62647,
361	50	0	0	1	6	1	4671	+	jgi|Puctr1|70|PTTG_01454T0	423	6	423	tig00001162	1419579	671273	676355	2	224,187,	6,236,	671273,676168,
356	55	0	0	1	6	1	88	-	jgi|Puctr1|70|PTTG_01454T0	423	6	423	tig00000286	7468728	6831512	6832011	2	187,224,	0,193,	6831512,6831787,
514	42	0	0	2	89	3	321	-	jgi|Puctr1|72|PTTG_25113T0	798	0	645	tig00000001	9321276	7587169	7588046	4	170,133,223,30,	153,323,469,768,	7587169,7587406,7587612,7588016,
513	43	0	0	2	89	3	321	+	jgi|Puctr1|72|PTTG_25113T0	798	0	645	tig00000077	2168510	921060	921937	4	30,223,134,169,	0,106,342,476,	921060,921271,921567,921768,
978	48	0	0	0	0	1	80	-	jgi|Puctr1|71|PTTG_25112T0	1026	0	1026	tig00000001	9321276	6866145	6867251	2	61,965,	0,61,	6866145,6866286,
976	50	0	0	0	0	1	80	+	jgi|Puctr1|71|PTTG_25112T0	1026	0	1026	tig00000077	2168510	1636013	1637119	2	972,54,	0,972,	1636013,1637065,
1415	75	0	0	2	4	5	383	+	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000729	587110	495139	497012	6	164,81,210,228,263,544,	0,165,249,459,687,950,	495139,495389,495552,495840,496133,496468,
1414	76	0	0	2	4	5	399	+	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000699	4697996	4514418	4516307	6	164,81,210,228,263,544,	0,165,249,459,687,950,	4514418,4514684,4514847,4515135,4515428,4515763,
1412	78	0	0	2	4	5	399	-	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000287	3663278	74907	76796	6	546,261,228,210,81,164,	0,546,807,1035,1248,1330,	74907,75525,75851,76157,76449,76632,
1382	70	0	0	2	42	5	360	+	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000001	9321276	8266661	8268473	6	167,79,210,228,263,505,	0,167,249,459,687,989,	8266661,8266939,8267100,8267388,8267683,8267968,
1399	81	0	0	3	14	5	399	+	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000606	1910973	1399357	1401236	7	164,81,210,228,263,313,221,	0,165,249,459,687,950,1273,	1399357,1399623,1399786,1400074,1400367,1400702,1401015,
1381	65	0	0	3	48	6	405	+	jgi|Puctr1|74|PTTG_25114T0	1494	0	1494	tig00000286	7468728	2274208	2276059	7	164,81,210,228,263,141,359,	0,165,249,459,687,950,1135,	2274208,2274472,2274635,2274923,2275216,2275551,2275700,
538	20	0	0	1	1	3	413	-	jgi|Puctr1|78|PTTG_01451T0	671	10	569	tig00000287	3663278	1778275	1779246	5	36,141,198,31,152,	102,139,280,478,509,	1778275,1778311,1778609,1778914,1779094,
538	20	0	0	1	1	3	413	-	jgi|Puctr1|78|PTTG_01451T0	671	10	569	tig00000637	288080	197568	198539	5	36,141,198,31,152,	102,139,280,478,509,	197568,197604,197902,198207,198387,
1714	68	0	0	0	0	1	301	-	jgi|Puctr1|75|PTTG_25115T0	2106	324	2106	tig00000606	1910973	1405443	1407526	2	114,1668,	0,114,	1405443,1405858,
1706	76	0	0	0	0	1	301	-	jgi|Puctr1|75|PTTG_25115T0	2106	324	2106	tig00000286	7468728	2280285	2282368	2	114,1668,	0,114,	2280285,2280700,
1702	80	0	0	0	0	1	301	+	jgi|Puctr1|75|PTTG_25115T0	2106	324	2106	tig00000287	3663278	68664	70747	2	1669,113,	324,1993,	68664,70634,
1698	73	0	0	1	11	2	303	-	jgi|Puctr1|75|PTTG_25115T0	2106	324	2106	tig00000699	4697996	4520521	4522595	3	114,828,829,	0,114,953,	4520521,4520936,4521766,
1697	74	0	0	1	11	2	303	-	jgi|Puctr1|75|PTTG_25115T0	2106	324	2106	tig00000729	587110	501226	503300	3	114,828,829,	0,114,953,	501226,501641,502471,
734	88	0	0	1	1167	2	1471	-	jgi|Puctr1|75|PTTG_25115T0	2106	117	2106	tig00000699	4697996	68930	71223	3	114,609,99,	0,114,1890,	68930,69345,71124,
716	78	0	0	1	1189	2	1469	-	jgi|Puctr1|75|PTTG_25115T0	2106	117	2100	tig00000286	7468728	6503837	6506100	3	108,587,99,	6,114,1890,	6503837,6504246,6506001,
694	77	0	0	0	0	1	301	+	jgi|Puctr1|75|PTTG_25115T0	2106	1335	2106	tig00000286	7468728	1378939	1380011	2	658,113,	1335,1993,	1378939,1379898,
716	78	0	0	1	1189	3	12919	+	jgi|Puctr1|75|PTTG_25115T0	2106	117	2100	tig00001162	1419579	1003561	1017274	4	99,136,452,107,	117,1405,1541,1993,	1003561,1004828,1016414,1017167,
925	290	0	0	3	770	3	1068	-	jgi|Puctr1|75|PTTG_25115T0	2106	114	2099	tig00000286	7468728	6361286	6363569	4	99,492,527,97,	7,454,1162,1895,	6361286,6362025,6362736,6363472,
648	167	0	0	4	1043	4	1756	-	jgi|Puctr1|77|PTTG_25117T0	2325	64	1922	tig00000286	7468728	5445742	5448313	5	92,55,142,442,84,	403,1192,1271,1441,2177,	5445742,5446867,5447053,5447291,5448229,
330	20	0	0	2	381	3	2115	-	jgi|Puctr1|86|PTTG_09739T0	738	2	733	tig00000001	9321276	5513576	5516041	4	76,85,104,85,	5,152,237,651,	5513576,5514091,5514252,5515956,
330	20	0	0	2	381	3	2118	-	jgi|Puctr1|86|PTTG_09739T0	738	2	733	tig00000059	913552	35488	37956	4	76,85,104,85,	5,152,237,651,	35488,36003,36164,37871,
326	24	0	0	3	383	3	2068	-	jgi|Puctr1|86|PTTG_09739T0	738	2	735	tig00000001	9321276	3239913	3242331	4	78,82,105,85,	3,152,236,651,	3239913,3240379,3240544,3242246,
326	24	0	0	3	383	3	2068	+	jgi|Puctr1|86|PTTG_09739T0	738	2	735	tig00000004	1085648	151304	153722	4	85,105,82,78,	2,397,504,657,	151304,152986,153174,153644,
571	64	0	0	2	176	5	860	-	jgi|Puctr1|87|PTTG_09740T0	843	3	814	tig00000287	3663278	858127	859622	6	192,67,101,58,91,126,	29,221,288,389,567,714,	858127,858388,858625,858796,859180,859496,
354	20	0	0	0	0	0	0	-	jgi|Puctr1|110|PTTG_25120T0	570	196	570	tig00000729	587110	252052	252426	1	374,	0,	252052,
353	21	0	0	0	0	0	0	-	jgi|Puctr1|110|PTTG_25120T0	570	196	570	tig00000699	4697996	4288250	4288624	1	374,	0,	4288250,
305	39	0	0	0	0	0	0	-	jgi|Puctr1|110|PTTG_25120T0	570	200	544	tig00000001	9321276	1418552	1418896	1	344,	26,	1418552,
305	39	0	0	0	0	0	0	+	jgi|Puctr1|110|PTTG_25120T0	570	200	544	tig00000046	1698592	836908	837252	1	344,	200,	836908,
1061	37	0	0	0	0	7	638	+	jgi|Puctr1|111|PTTG_25121T0	1101	0	1098	tig00000729	587110	249825	251561	8	224,208,166,111,143,53,25,168,	0,224,432,598,709,852,905,930,	249825,250121,250394,250620,250794,251004,251280,251393,
1060	38	0	0	0	0	7	638	+	jgi|Puctr1|111|PTTG_25121T0	1101	0	1098	tig00000699	4697996	4286023	4287759	8	224,208,166,111,143,53,25,168,	0,224,432,598,709,852,905,930,	4286023,4286319,4286592,4286818,4286992,4287202,4287478,4287591,
1793	54	0	0	1	24	6	544	-	jgi|Puctr1|112|PTTG_25122T0	1875	0	1871	tig00000699	4697996	4282950	4285341	7	267,243,278,384,113,516,46,	4,271,514,792,1200,1313,1829,	4282950,4283288,4283607,4283968,4284517,4284710,4285295,
1511	45	0	0	1	24	5	473	-	jgi|Puctr1|112|PTTG_25122T0	1875	0	1580	tig00000729	587110	247126	249155	6	219,278,384,113,516,46,	295,514,792,1200,1313,1829,	247126,247421,247782,248331,248524,249109,
599	111	0	0	2	423	2	437	+	jgi|Puctr1|118|PTTG_01423T0	1488	83	1216	tig00000286	7468728	1550903	1552050	3	51,594,65,	83,166,1151,	1550903,1550991,1551985,
552	120	0	0	1	618	1	651	-	jgi|Puctr1|118|PTTG_01423T0	1488	160	1450	tig00000091	1204694	515901	517224	2	51,621,	38,707,	515901,516603,
247	34	0	0	1	149	1	320	-	jgi|Puctr1|126|PTTG_25127T0	501	71	501	tig00000001	9321276	3234373	3234974	2	227,54,	0,376,	3234373,3234920,
247	34	0	0	1	149	1	320	+	jgi|Puctr1|126|PTTG_25127T0	501	71	501	tig00000004	1085648	158663	159264	2	54,227,	71,274,	158663,159037,
874	163	0	0	3	37	3	30	+	jgi|Puctr1|127|PTTG_01416T0	1562	428	1502	tig00001411	706667	552823	553890	5	479,310,70,28,150,	428,924,1251,1324,1352,	552823,553310,553641,553711,553740,
874	163	0	0	3	37	2	29	-	jgi|Puctr1|127|PTTG_01416T0	1562	428	1502	tig00000699	4697996	159672	160738	4	180,68,310,479,	60,243,328,655,	159672,159852,159941,160259,
707	154	0	0	0	0	0	0	-	jgi|Puctr1|130|PTTG_01413T0	1689	525	1386	tig00000001	9321276	5551589	5552450	1	861,	303,	5551589,
641	130	0	0	0	0	0	0	+	jgi|Puctr1|130|PTTG_01413T0	1689	525	1296	tig00000286	7468728	2427324	2428095	1	771,	525,	2427324,
641	130	0	0	0	0	0	0	-	jgi|Puctr1|130|PTTG_01413T0	1689	525	1296	tig00000290	672913	22935	23706	1	771,	393,	22935,
524	102	0	0	1	432	1	453	-	jgi|Puctr1|130|PTTG_01413T0	1689	192	1250	tig00000001	9321276	8512053	8513132	2	332,294,	439,1203,	8512053,8512838,
395	10	0	0	0	0	0	0	+	jgi|Puctr1|131|PTTG_01409T0	441	3	408	tig00000286	7468728	2883236	2883641	1	405,	3,	2883236,
395	10	0	0	0	0	0	0	+	jgi|Puctr1|131|PTTG_01409T0	441	3	408	tig00000297	242126	208755	209160	1	405,	3,	208755,
1024	212	0	0	1	24	3	224	-	jgi|Puctr1|132|PTTG_25128T0	1860	591	1851	tig00000001	9321276	8513126	8514586	4	331,259,487,159,	9,340,599,1110,	8513126,8513527,8513859,8514427,
699	143	0	0	1	256	1	393	-	jgi|Puctr1|132|PTTG_25128T0	1860	752	1850	tig00000001	9321276	5552778	5554013	2	330,512,	10,596,	5552778,5553501,
698	144	0	0	1	256	1	393	+	jgi|Puctr1|132|PTTG_25128T0	1860	752	1850	tig00000286	7468728	2425761	2426996	2	512,330,	752,1520,	2425761,2426666,
697	145	0	0	1	256	1	393	-	jgi|Puctr1|132|PTTG_25128T0	1860	752	1850	tig00000290	672913	24034	25269	2	330,512,	10,596,	24034,24757,
536	123	0	0	2	94	2	415	+	jgi|Puctr1|149|PTTG_03303T0	756	1	754	tig00000001	9321276	8258051	8259125	3	380,189,90,	1,473,664,	8258051,8258841,8259035,
460	109	0	0	1	92	1	410	-	jgi|Puctr1|149|PTTG_03303T0	756	1	662	tig00000287	3663278	2048194	2049173	2	189,380,	94,375,	2048194,2048793,
307	8	0	0	0	0	0	0	-	jgi|Puctr1|152|PTTG_25137T0	751	436	751	tig00000098	855467	375595	375910	1	315,	0,	375595,
301	7	0	0	0	0	0	0	-	jgi|Puctr1|152|PTTG_25137T0	751	443	751	tig00000001	9321276	8772113	8772421	1	308,	0,	8772113,
301	14	0	0	0	0	2	19154	-	jgi|Puctr1|152|PTTG_25137T0	751	436	751	tig00000740	119564	12743	32212	3	85,86,144,	0,85,171,	12743,31366,32068,
300	15	0	0	0	0	2	19160	+	jgi|Puctr1|152|PTTG_25137T0	751	436	751	tig00000699	4697996	2949104	2968579	3	147,85,83,	436,583,668,	2949104,2949867,2968496,
281	12	0	0	2	12	1	98806	+	jgi|Puctr1|152|PTTG_25137T0	751	435	740	tig00000641	1424325	348130	447229	3	85,145,63,	435,523,677,	348130,348215,447166,
227	7	0	0	0	0	0	0	+	jgi|Puctr1|152|PTTG_25137T0	751	434	668	tig00000286	7468728	1592705	1592939	1	234,	434,	1592705,
226	8	0	0	0	0	0	0	+	jgi|Puctr1|152|PTTG_25137T0	751	434	668	tig00000339	901215	726710	726944	1	234,	434,	726710,
225	5	0	0	1	3	0	0	-	jgi|Puctr1|152|PTTG_25137T0	751	435	668	tig00000606	1910973	1517452	1517682	2	145,85,	83,231,	1517452,1517597,
223	10	0	0	0	0	0	0	-	jgi|Puctr1|152|PTTG_25137T0	751	435	668	tig00000001	9321276	6950301	6950534	1	233,	83,	6950301,
221	12	0	0	0	0	0	0	+	jgi|Puctr1|152|PTTG_25137T0	751	435	668	tig00000077	2168510	1523291	1523524	1	233,	435,	1523291,
1508	266	0	0	4	556	6	1548	-	jgi|Puctr1|156|PTTG_25140T0	2490	0	2330	tig00000001	9321276	1922610	1925932	7	687,108,146,117,217,74,425,	160,1282,1390,1536,1762,1987,2065,	1922610,1924349,1924534,1924763,1925133,1925426,1925507,
1439	261	0	0	3	630	5	1622	+	jgi|Puctr1|156|PTTG_25140T0	2490	0	2330	tig00000001	9321276	8734222	8737544	6	425,217,118,146,107,687,	0,511,837,955,1101,1643,	8734222,8734804,8735274,8735475,8735698,8736857,
510	154	0	0	1	60	1	139	-	jgi|Puctr1|162|PTTG_25145T0	2106	268	992	tig00000286	7468728	2611626	2612429	2	210,454,	1114,1384,	2611626,2611975,
2268	1	0	0	0	0	3	282	-	jgi|Puctr1|163|PTTG_11808T0	2269	0	2269	tig00000046	1698592	134291	136842	4	1125,92,114,938,	0,1125,1217,1331,	134291,135535,135725,135904,
2266	3	0	0	0	0	3	282	+	jgi|Puctr1|163|PTTG_11808T0	2269	0	2269	tig00000004	1085648	824705	827256	4	941,113,91,1124,	0,941,1054,1145,	824705,825711,825922,826132,
554	28	0	0	4	1681	4	4478	-	jgi|Puctr1|163|PTTG_11808T0	2269	6	2269	tig00000001	9321276	5929195	5934255	5	293,40,54,125,70,	0,1924,1969,2034,2193,	5929195,5933919,5933961,5934019,5934185,
554	28	0	0	4	1681	4	4478	-	jgi|Puctr1|163|PTTG_11808T0	2269	6	2269	tig00000059	913552	465626	470686	5	293,40,54,125,70,	0,1924,1969,2034,2193,	465626,470350,470392,470450,470616,
613	29	0	0	0	0	1	1100	-	jgi|Puctr1|179|PTTG_07364T0	643	1	643	tig00001416	543866	64195	65937	2	342,300,	0,342,	64195,65637,
612	30	0	0	0	0	1	1100	+	jgi|Puctr1|179|PTTG_07364T0	643	1	643	tig00000699	4697996	1238256	1239998	2	300,342,	1,301,	1238256,1239656,
426	64	0	0	1	2	1	129	+	jgi|Puctr1|181|PTTG_10525T0	492	0	492	tig00000699	4697996	3114019	3114638	2	54,436,	0,56,	3114019,3114202,
420	70	0	0	1	2	1	129	-	jgi|Puctr1|181|PTTG_10525T0	492	0	492	tig00000286	7468728	2478316	2478935	2	436,54,	0,438,	2478316,2478881,
419	71	0	0	1	2	1	129	+	jgi|Puctr1|181|PTTG_10525T0	492	0	492	tig00000295	218030	179363	179982	2	54,436,	0,56,	179363,179546,
389	70	0	0	2	33	2	154	+	jgi|Puctr1|181|PTTG_10525T0	492	0	492	tig00000286	7468728	939654	940267	3	54,303,102,	0,56,390,	939654,939837,940165,
320	47	0	0	1	2	1	129	+	jgi|Puctr1|181|PTTG_10525T0	492	0	369	tig00001116	1326013	675844	676340	2	54,313,	0,56,	675844,676027,
251	41	0	0	1	1	1	131	+	jgi|Puctr1|181|PTTG_10525T0	492	0	293	tig00000001	9321276	6371235	6371658	2	55,237,	0,56,	6371235,6371421,
215	1	0	0	0	0	0	0	+	jgi|Puctr1|187|PTTG_25149T0	216	0	216	tig00000286	7468728	1791190	1791406	1	216,	0,	1791190,
215	1	0	0	0	0	0	0	+	jgi|Puctr1|187|PTTG_25149T0	216	0	216	tig00000286	7468728	1805932	1806148	1	216,	0,	1805932,
208	8	0	0	0	0	0	0	-	jgi|Puctr1|187|PTTG_25149T0	216	0	216	tig00000286	7468728	1208070	1208286	1	216,	0,	1208070,
207	9	0	0	0	0	0	0	-	jgi|Puctr1|187|PTTG_25149T0	216	0	216	tig00000339	901215	392430	392646	1	216,	0,	392430,
253	40	0	0	0	0	0	0	+	jgi|Puctr1|188|PTTG_07370T0	352	57	350	tig00000606	1910973	1577697	1577990	1	293,	57,	1577697,
